Book	Member	Employee	DateOfLoan	DateToReturn	DateReturned	LoanId	Rating	LateDays	LateFee
0373272367	948	4	240	145	1567	9088	0	201	34.17
0373272413	657	20	1222	1094	623	15333	6	0	0
0373272456	52	1	1348	328	574	21445	2	0	0
0373272456	52	19	1295	225	426	19797	2	152	25.84
0373272537	498	6	113	1166	181	3708	5	0	0
0373272774	902	16	1304	794	697	8242	3	0	0
0373272782	399	17	46	1217	599	19655	9	0	0
0373272901	283	2	1124	431	1089	18212	3	0	0
037327307X	946	6	511	757	1660	20248	9	114	19.38
037327307X	946	12	887	101	552	3814	9	0	0
037327307X	946	17	136	663	1227	21639	9	0	0
0373287275	510	15	1473	23	742	15026	2	0	0
0373288727	402	24	682	981	806	9720	5	0	0
0373289812	450	1	1115	855	1016	15144	1	0	0
0373290144	308	5	105	43	816	8136	9	0	0
0373290144	308	19	450	643	1120	1453	9	0	0
0373290268	262	8	1193	1143	1279	19345	1	0	0
0373290268	262	23	1407	537	1492	12570	1	0	0
0373290772	541	16	263	966	1059	9889	0	0	0
0373291019	780	2	33	586	497	14866	10	0	0
0373291272	235	4	201	979	912	21614	9	0	0
0373291647	661	8	790	66	942	18732	10	0	0
0373291647	661	12	555	831	1051	18060	10	0	0
0373291647	661	21	459	556	494	6956	10	0	0
0373292163	714	22	164	1134	105	19618	1	0	0
0373292260	296	6	401	602	1225	11022	0	0	0
0373292260	296	18	1187	1422	1170	15428	0	0	0
0373441517	115	1	1454	1348	276	15568	2	0	0
0373441517	115	22	684	1020	76	8680	2	0	0
0373471769	889	6	1376	1100	1376	12692	3	0	0
0373471769	889	19	1379	1070	260	11813	3	0	0
0373471769	889	24	956	1249	73	20044	3	0	0
0373482914	760	8	837	652	330	18329	7	0	0
0373483546	879	13	1144	714	1407	16307	6	144	24.48
0373483767	727	23	77	770	832	11447	1	93	15.81
0373483805	678	10	146	589	1473	12587	1	122	20.74
037348478X	622	12	48	1408	262	8135	0	0	0
0373501838	541	7	268	359	1438	1216	5	0	0
0373520557	49	12	101	1188	1195	309	10	0	0
0373600771	853	23	691	1368	292	13975	7	0	0
0373612435	443	2	605	1043	1057	14509	8	85	14.45
0373612435	443	5	362	1114	143	14763	8	0	0
0373612435	443	11	1378	1203	1192	9067	8	0	0
0373612435	882	2	605	1043	1057	14509	9	85	14.45
0373612435	882	5	362	1114	143	14763	9	0	0
0373612435	882	11	1378	1203	1192	9067	9	0	0
0373613741	414	10	1014	1347	285	17772	5	0	0
0373613741	414	10	1089	952	1470	12154	5	0	0
0373613741	735	10	1014	1347	285	17772	9	0	0
0373613741	735	10	1089	952	1470	12154	9	0	0
0373630336	280	18	399	563	1029	19040	2	0	0
0373630336	280	20	317	1389	609	12711	2	195	33.15
0373630336	870	18	399	563	1029	19040	9	0	0
0373630336	870	20	317	1389	609	12711	9	195	33.15
0373630344	657	6	291	1158	874	18908	7	0	0
0373650361	282	21	173	944	1040	591	5	152	25.84
0373691025	169	8	943	5	1032	12307	5	0	0
0373706847	30	16	1045	570	1025	14055	7	0	0
0373707576	706	12	103	163	705	10122	10	0	0
0373707932	787	11	886	484	1040	15486	6	0	0
0373707932	787	14	665	956	1456	21367	6	242	41.14
037370917X	512	1	510	943	1184	17641	2	0	0
037370917X	512	9	396	1281	240	5977	2	0	0
037370934X	171	10	899	1189	558	10768	5	18	3.06
0373709579	891	6	1117	1295	1157	20427	3	0	0
0373709579	891	6	1338	1132	380	12298	3	63	10.71
0373709579	891	10	321	1393	276	14542	3	43	7.31
0373710798	428	9	610	987	669	19182	2	0	0
0373711026	494	9	504	1218	661	15390	6	0	0
0373711158	201	15	802	254	1376	21344	3	0	0
0373711158	201	18	1088	798	935	14804	3	0	0
0373711263	934	4	727	306	272	9181	4	0	0
0373711263	934	7	268	359	1438	8975	4	0	0
0373711565	300	7	784	376	1224	6014	5	0	0
0373761201	166	23	1309	644	98	12604	3	0	0
0373764405	662	15	703	590	258	18214	8	0	0
0373764774	308	2	174	1120	772	10732	5	115	19.55
0373790384	405	7	233	609	789	21397	7	0	0
0373790384	405	10	1134	1186	1134	12365	7	0	0
0373790562	562	18	562	1466	864	5839	6	0	0
0373790775	450	7	632	1122	31	12100	10	0	0
037379083X	863	14	985	1095	401	17375	8	0	0
0373790872	696	23	128	131	1187	16829	8	0	0
0373825900	142	2	174	1120	613	16381	8	0	0
0373825900	142	8	1186	1283	588	17455	8	0	0
0373825900	142	13	1075	148	873	14435	8	0	0
0373825900	483	2	174	1120	613	16381	9	0	0
0373825900	483	8	1186	1283	588	17455	9	0	0
0373825900	483	13	1075	148	873	14435	9	0	0
0373833253	305	18	733	694	72	13049	8	0	0
0373833660	923	2	1274	512	633	7838	2	0	0
0373834683	674	9	821	132	597	4086	1	0	0
0373834683	674	14	962	188	519	10485	1	0	0
0373834705	658	4	661	993	908	15963	2	0	0
0373834705	658	15	822	54	1401	8234	2	0	0
0373834705	960	4	661	993	908	15963	3	0	0
0373834705	960	15	822	54	1401	8234	3	0	0
0373834926	474	4	1348	328	551	16783	7	0	0
0373834926	474	8	1365	1050	1205	15919	7	0	0
0373835612	697	10	148	1175	1057	13273	4	0	0
0373835612	697	15	803	1487	417	10978	4	0	0
037383571X	484	11	1321	1423	1195	22038	0	0	0
0373835817	82	5	506	614	1014	10332	6	0	0
0373835817	82	6	808	1204	587	15499	6	0	0
0373835817	82	8	984	1436	1518	15782	6	214	36.38
0373835973	300	22	1143	884	1272	6021	10	0	0
0373870388	249	19	144	593	1138	15365	10	0	0
0373871422	100	9	993	1105	870	16889	7	0	0
0373872038	969	8	1205	1475	1075	6732	4	0	0
0373872089	127	13	802	254	1291	8194	3	0	0
0373872100	265	19	220	28	271	6085	0	0	0
0373872100	265	20	1357	769	787	13928	0	0	0
0374143277	519	7	1076	921	875	17849	3	0	0
0374250995	578	8	961	780	541	21527	0	0	0
0374250995	578	15	569	443	1419	9612	0	0	0
0374332657	336	7	1380	190	731	9080	8	96	16.32
0374332657	336	13	57	343	949	10149	8	0	0
0374332657	336	17	90	345	1133	466	8	0	0
0374515883	126	5	1399	307	1121	18581	8	0	0
0374515883	126	10	1432	1124	676	21526	8	0	0
0374515883	126	15	812	182	1507	16842	8	212	36.04
0374515883	126	15	916	1384	1171	4044	8	0	0
0374521727	625	4	1213	1300	92	6950	9	0	0
0374525234	657	8	1031	3	685	4868	2	0	0
0374525234	657	15	742	664	1052	9988	2	0	0
0374525838	224	10	559	1065	775	15877	10	0	0
0374525838	224	19	590	269	308	8805	10	0	0
0374527229	36	1	548	356	12	10660	1	0	0
0374527229	36	9	1181	1011	61	11033	1	42	7.14
0374527229	36	15	1278	871	1035	9972	1	0	0
0374527229	542	1	548	356	12	10660	8	0	0
0374527229	542	9	1181	1011	61	11033	8	42	7.14
0374527229	542	15	1278	871	1035	9972	8	0	0
0374527350	381	11	250	111	583	20100	9	103	17.51
0375401067	892	14	769	1334	251	18088	0	0	0
0375401423	577	2	695	728	832	11455	5	0	0
0375403531	708	20	198	1072	1425	4198	6	202	34.34
0375403531	708	20	815	178	633	15205	6	0	0
0375403531	883	20	198	1072	1425	4198	5	202	34.34
0375403531	883	20	815	178	633	15205	5	0	0
0375403558	813	1	1361	980	269	19703	8	0	0
0375405607	869	6	1248	1327	18	16886	9	273	46.41
0375412174	468	12	853	4	1173	17537	9	0	0
0375412174	468	14	634	965	1408	9902	9	0	0
0375416641	751	3	544	1219	1063	1837	4	0	0
0375421815	665	20	1311	768	837	15191	6	0	0
0375431675	273	21	998	207	1336	7667	0	0	0
037550074X	46	12	601	1165	1018	18432	4	0	0
037550074X	46	22	581	230	1479	14945	4	0	0
0375502831	99	3	786	452	786	8943	8	0	0
0375502831	99	5	496	934	1472	15516	8	0	0
0375503838	831	9	604	1038	594	5690	10	0	0
0375504141	353	24	735	399	483	4546	4	0	0
0375507973	969	4	85	763	1163	15288	3	0	0
0375701524	827	6	695	728	182	18132	3	7	1.19
0375703063	941	24	800	238	869	19732	1	0	0
0375704558	833	3	873	1057	1565	8533	10	205	34.85
0375704558	833	8	1196	311	1246	14105	10	0	0
0375704973	73	16	17	106	117	14929	4	0	0
0375712992	239	17	867	759	748	14591	5	0	0
0375713611	599	12	511	757	945	10147	0	0	0
0375713751	172	10	8	421	1577	9795	0	335	56.95
0375713751	172	10	537	1045	520	1818	0	119	20.23
0375713751	172	22	425	758	1011	15564	0	0	0
0375725202	426	10	743	639	964	18600	8	170	28.9
0375725202	426	19	1173	495	505	16723	8	76	12.92
0375725202	426	24	579	1003	925	9445	8	0	0
0375756566	467	3	563	1230	168	3728	4	0	0
0375756566	467	8	557	998	967	21311	4	172	29.24
0375757295	401	10	689	477	520	2735	2	0	0
0375757325	772	9	1212	660	1437	6842	1	0	0
0375757325	772	15	1474	690	724	11524	1	0	0
0375757597	10	3	790	66	482	17310	6	0	0
0375758518	571	21	405	748	833	10710	0	0	0
037576013X	337	23	1408	1185	1447	13286	8	0	0
0375902937	884	21	943	5	470	7024	5	0	0
0376017201	173	4	617	687	748	17963	0	87	14.79
0376033002	759	12	184	22	799	18987	8	267	45.39
0380003856	638	5	32	1395	900	87	5	0	0
038000741x	202	21	1342	1241	656	8648	5	0	0
0380008424	324	21	159	1063	544	18892	10	0	0
0380012774	718	18	1114	1109	1114	18272	10	0	0
0380017822	308	4	638	1145	679	14982	9	305	51.85
0380443880	932	22	1145	930	551	10082	10	0	0
0380483149	697	10	520	1282	1132	7217	5	0	0
0380483149	697	12	292	786	299	11400	5	0	0
0380483149	697	17	1288	1027	747	19770	5	0	0
0380558890	603	7	999	404	1511	11568	7	25	4.25
0380613255	413	9	772	1407	1100	11193	10	0	0
0380614243	145	4	619	1449	21	22097	8	0	0
0380614243	145	14	1110	592	994	11362	8	0	0
0380674211	572	1	1215	459	605	19968	4	0	0
0380674211	572	22	754	212	611	3074	4	204	34.68
0380674211	938	1	1215	459	605	19968	7	0	0
0380674211	938	22	754	212	611	3074	7	204	34.68
0380701324	154	12	9	397	1196	20	10	0	0
0380701324	154	12	1237	1481	664	21931	10	0	0
0380701502	79	16	1307	1004	1169	16524	7	244	41.48
0380703084	408	6	933	648	112	4306	2	150	25.5
0380703084	408	12	1425	1074	7	10148	2	119	20.23
0380703084	408	21	1326	1460	1556	18475	2	227	38.59
0380703467	165	16	637	19	708	19755	1	0	0
0380705745	687	8	124	1160	82	3874	4	0	0
038070613X	167	21	533	430	1367	9032	8	268	45.56
0380706717	2	9	1401	1025	1397	14225	3	0	0
0380708957	260	22	321	1393	1408	4051	5	0	0
0380709007	292	9	395	891	1357	1283	2	0	0
038070997X	300	8	948	1514	866	21316	7	0	0
038070997X	300	20	1065	701	440	15442	7	73	12.41
0380710005	89	12	582	849	1322	2384	1	0	0
0380710404	760	5	400	827	341	7657	5	0	0
0380710412	697	8	375	1031	375	12659	0	0	0
0380710412	697	16	611	516	776	18322	0	0	0
0380711524	622	19	949	787	307	9387	2	0	0
0380713349	571	6	601	1165	1342	13961	6	0	0
0380714434	589	2	640	1151	752	12549	6	329	55.93
0380714434	589	23	869	823	419	10377	6	232	39.44
0380717158	650	9	942	214	1170	5053	0	0	0
0380718774	682	7	86	337	304	19991	1	0	0
0380718774	682	23	654	742	1069	2539	1	0	0
0380720884	55	7	647	873	396	10993	10	0	0
0380721406	677	22	172	423	1048	13291	5	0	0
0380723174	803	23	921	623	869	17925	0	226	38.42
0380726653	155	14	838	1376	1158	12255	5	124	21.08
0380726874	760	17	1289	578	1227	12656	9	0	0
0380729709	699	1	1452	180	887	21171	8	0	0
0380731088	336	15	1128	523	914	16441	7	0	0
0380754843	844	14	191	1073	540	13751	2	214	36.38
0380755467	921	8	1270	860	324	17737	3	0	0
0380756234	910	3	1098	141	139	11701	5	0	0
0380756234	910	11	148	1175	1133	8191	5	0	0
0380766507	163	16	4	384	12	12416	8	0	0
0380766507	163	16	782	405	1040	18193	8	0	0
0380766507	305	16	4	384	12	12416	2	0	0
0380766507	305	16	782	405	1040	18193	2	0	0
0380767597	818	7	1139	450	613	14108	3	0	0
0380767600	614	15	717	686	1160	17659	9	16	2.72
0380770318	894	6	915	1179	779	4043	2	0	0
0380772809	105	7	782	405	1445	12488	8	0	0
0380775190	388	15	632	1122	604	18250	4	267	45.39
0380775956	805	4	760	374	1136	13938	6	0	0
0380777150	875	10	968	1402	1646	16240	2	290	49.3
0380785749	452	2	353	621	522	18431	2	111	18.87
0380786680	52	16	618	332	1071	10674	10	0	0
0380787717	349	2	866	1511	1508	6867	7	0	0
0380787717	349	7	659	1181	1184	16220	7	0	0
038079005X	944	4	154	119	665	11733	7	0	0
0380790750	339	4	1444	543	63	18858	5	0	0
0380790963	897	22	21	1410	360	17337	1	34	5.78
0380791021	413	11	195	665	1123	1548	3	0	0
0380792974	921	15	108	1388	1479	18143	7	0	0
0380793342	45	15	80	695	602	8208	5	0	0
0380793342	45	20	983	86	1274	6878	5	0	0
038079456X	646	3	166	569	1261	18491	7	0	0
0380794934	916	1	1118	510	1048	21093	4	0	0
0380794934	916	5	972	1424	1210	18898	4	0	0
0380794934	916	9	327	890	363	20758	4	0	0
0380794934	916	11	1114	1109	1324	16451	4	0	0
0380798360	135	13	693	923	1007	3194	4	0	0
0380798360	135	22	347	912	715	18459	4	0	0
0380798433	947	2	102	30	1433	10462	10	0	0
0380798999	501	7	1309	644	174	12472	0	0	0
0380798999	501	16	1101	1419	163	11185	0	0	0
0380799510	867	18	897	1374	760	11281	3	0	0
0380800632	322	2	802	254	336	3395	7	0	0
0380800632	322	19	556	96	18	19904	7	0	0
0380800632	574	2	802	254	336	3395	1	0	0
0380800632	574	19	556	96	18	19904	1	0	0
0380802856	570	4	724	1409	661	9017	1	0	0
038080588X	354	14	654	742	1363	4629	10	0	0
0380806355	286	7	443	18	1365	8987	7	0	0
0380806355	286	10	804	524	1090	18675	7	133	22.61
0380806355	286	17	385	1331	668	14698	7	0	0
0380809087	213	15	1301	1313	845	11554	7	0	0
0380812975	826	13	730	266	974	13919	0	0	0
0380812975	826	19	925	1264	494	4639	0	0	0
0380813793	979	9	527	490	609	12361	0	0	0
0380813831	60	16	1169	605	348	9481	2	0	0
0380817438	119	23	676	409	1478	14954	3	0	0
0380818213	417	2	362	1114	737	5740	10	0	0
0380818213	417	10	666	77	348	11958	10	109	18.53
0380818213	417	23	1193	1143	750	6586	10	0	0
0380851180	219	24	614	429	396	13014	6	208	35.36
0380973499	959	7	405	748	593	21589	6	0	0
0380973499	959	9	472	1201	1001	9312	6	0	0
0380973898	341	7	540	1413	166	16944	10	0	0
0380974142	473	5	380	45	955	7844	1	253	43.01
038097505X	332	7	583	1415	1451	8664	8	0	0
0380977273	756	3	577	866	596	4395	9	0	0
0380977273	756	10	208	323	1248	2184	9	0	0
0380977273	756	11	1132	1296	91	14878	9	0	0
0380978210	460	18	1454	1348	976	21382	5	284	48.28
0380978849	91	17	218	475	713	22057	1	264	44.88
0380978849	91	19	314	1048	786	5937	1	0	0
0380978911	403	8	524	1103	581	18962	10	0	0
0380978911	403	9	821	132	272	19768	10	0	0
0385121792	817	18	280	517	1218	16181	1	0	0
038513097x	656	2	24	625	487	66	2	0	0
0385247923	521	12	810	186	425	12844	3	0	0
0385261853	132	10	367	1062	810	10923	5	0	0
0385291604	197	24	82	1210	1058	247	7	0	0
0385299087	662	23	1356	489	792	14985	6	0	0
0385307888	469	8	307	1263	1142	4185	6	0	0
0385307888	469	12	1362	1379	417	9590	6	0	0
0385307888	469	17	1046	801	504	19543	6	0	0
0385312059	650	1	975	1452	669	17122	7	0	0
0385312059	650	4	408	642	1142	13011	7	130	22.1
0385312059	994	1	975	1452	669	17122	0	0	0
0385312059	994	4	408	642	1142	13011	0	130	22.1
038531938X	873	18	296	246	667	1016	1	0	0
038531938X	873	18	929	1113	464	13629	1	52	8.84
0385320175	609	10	505	1163	1136	9603	3	0	0
0385320175	609	14	114	439	280	7715	3	0	0
0385324170	308	8	838	1376	1308	14387	5	164	27.88
0385325126	993	18	1002	1077	598	4627	2	0	0
0385333382	450	5	919	599	1262	19059	8	0	0
0385333552	346	11	1076	921	958	12761	4	0	0
0385333552	346	16	797	1044	1599	18570	4	254	43.18
0385333552	346	19	1306	346	103	14338	4	0	0
0385333552	370	11	1076	921	958	12761	3	0	0
0385333552	370	16	797	1044	1599	18570	3	254	43.18
0385333552	370	19	1306	346	103	14338	3	0	0
0385333722	824	16	576	278	416	18579	5	0	0
0385335482	433	9	1114	1109	286	13837	9	0	0
0385336306	961	14	154	119	154	21829	1	0	0
0385336306	961	20	93	710	1009	7026	1	0	0
0385336837	550	23	113	1166	153	10027	2	113	19.21
0385413041	396	19	419	1121	1399	15062	10	0	0
0385414587	459	3	610	987	1490	8964	5	356	60.52
0385414587	459	23	687	1427	1063	9828	5	0	0
0385415028	609	23	48	1408	922	143	9	209	35.53
0385471432	872	4	25	185	1311	13507	7	0	0
0385481713	442	7	220	28	458	6422	6	334	56.78
0385481713	442	19	1330	402	1195	17296	6	53	9.01
0385487525	950	3	417	630	1099	1432	3	0	0
0385487525	950	24	1220	1355	1396	18740	3	210	35.7
0385491077	754	5	338	1500	1730	21307	1	70	11.9
0385491093	805	5	620	504	995	13904	9	0	0
038549680X	407	20	1014	1347	1336	13432	6	142	24.14
0385497431	708	22	86	337	652	12122	2	0	0
0385497954	829	17	980	205	1009	9157	3	0	0
0385498799	979	16	773	584	58	18779	5	28	4.76
0385499825	416	5	1335	1457	32	19828	5	0	0
0385499825	416	9	936	264	240	12114	5	0	0
038550201X	751	22	869	823	524	12328	1	0	0
0385502435	260	22	363	774	510	1156	6	0	0
0385503520	684	5	489	795	851	14252	0	0	0
0385505833	336	24	1319	65	81	19471	3	13	2.21
0385506686	20	1	190	1491	1008	1012	7	0	0
0385506686	20	5	39	668	1382	12308	7	0	0
0385506686	20	9	732	171	798	13565	7	23	3.91
0385508409	197	15	160	426	1278	17602	5	0	0
0385508409	197	18	615	713	113	7392	5	0	0
0385721188	672	1	539	732	1373	19188	6	33	5.61
0385721188	672	7	825	752	642	17834	6	0	0
0385721188	672	20	1175	473	406	11095	6	0	0
0385721188	802	1	539	732	1373	19188	8	33	5.61
0385721188	802	7	825	752	642	17834	8	0	0
0385721188	802	20	1175	473	406	11095	8	0	0
0385721234	626	13	1116	1518	1513	16753	8	0	0
0385721234	626	24	1413	816	1215	11135	8	0	0
0385721420	287	8	171	836	1373	8218	5	0	0
0385721420	287	23	456	441	1197	18408	5	0	0
0389202991	732	1	379	63	758	15917	0	52	8.84
0389202991	732	7	1384	242	126	18126	0	0	0
0393010651	699	2	1152	1336	1134	11625	7	0	0
0393022552	419	13	594	785	1437	10469	5	0	0
0393029387	221	6	979	1471	31	11010	9	0	0
0393033619	872	15	613	983	773	8326	4	0	0
0393033619	872	20	1214	933	49	21185	4	0	0
0393049566	333	4	1431	15	1001	22000	2	0	0
0393304442	649	10	281	767	721	10940	3	0	0
0393308197	428	7	1067	731	323	16693	9	310	52.7
0393308197	428	20	148	1175	1253	18089	9	0	0
0393308804	894	18	1213	1300	204	18646	3	20	3.4
0393312801	858	5	492	20	95	1798	8	0	0
0393320073	473	7	1092	1022	1393	5439	7	0	0
0393325547	235	11	1267	296	536	15208	2	0	0
0393325547	235	19	1365	1050	1091	13235	2	0	0
0393900401	236	17	885	154	571	16813	5	0	0
0394400836	39	18	400	827	1447	13849	0	0	0
0394400836	39	24	322	1429	1600	10962	0	303	51.51
0394407571	414	4	486	744	643	8536	5	0	0
0394407571	414	17	895	428	587	18743	5	0	0
0394407571	414	19	1138	331	730	12504	5	0	0
0394462017	874	9	314	1048	461	19712	7	0	0
0394464575	706	23	20	876	484	12648	7	75	12.75
0394497406	410	3	1229	1441	879	21555	10	0	0
0394497406	410	5	820	385	1299	21523	10	63	10.71
0394520939	717	18	1239	100	353	15723	2	129	21.93
0394520939	717	20	89	900	649	850	2	0	0
039452389X	682	16	238	723	823	3805	9	0	0
039452389X	682	19	872	274	1266	13374	9	0	0
0394528336	619	24	756	764	604	16029	0	0	0
0394528336	619	24	765	698	136	17197	0	180	30.6
0394543955	727	1	1336	118	1003	8585	6	0	0
0394543955	727	18	725	357	683	18599	6	0	0
039456006X	650	16	1294	210	577	13161	1	0	0
0394560345	275	7	173	944	1058	12693	7	70	11.9
0394578198	697	17	633	203	320	2428	8	0	0
0394584112	439	2	1144	714	912	7570	9	0	0
0394711513	86	18	1247	978	879	10433	1	0	0
0394719557	816	3	798	1315	982	7840	6	0	0
0394719859	726	17	1035	1442	972	10389	1	0	0
0394728440	249	4	677	683	171	21198	10	139	23.63
0394728440	249	23	1261	447	1624	11829	10	303	51.51
0394823885	656	15	398	358	417	1297	5	0	0
0394827996	99	9	684	1020	1473	9409	10	0	0
039483013X	36	2	604	1038	1347	14874	4	90	15.3
039483013X	36	17	994	1515	994	18350	4	0	0
0394832973	228	7	48	1408	1156	19706	2	338	57.46
0394846966	801	10	28	548	1302	11030	3	162	27.54
0394846966	801	21	1063	858	1445	8436	3	0	0
039486154X	538	10	1320	651	1349	14170	1	0	0
0394862546	811	2	279	1262	666	10510	1	311	52.87
0394862546	811	11	627	226	919	11759	1	0	0
039489118X	520	17	921	623	921	10711	4	0	0
039489118X	520	22	361	853	826	18642	4	0	0
0394896084	92	4	493	410	1172	13867	4	0	0
0394896203	146	18	855	771	1159	9350	8	351	59.67
0394898095	702	15	1469	1328	568	11271	7	288	48.96
039512090X	245	5	45	532	207	21429	9	92	15.64
0395312574	893	24	266	413	1270	1490	7	0	0
0395312574	893	24	1412	64	702	14537	7	0	0
0395320542	965	17	1215	459	1261	6871	0	0	0
0395381657	856	17	1456	227	1554	17326	2	198	33.66
0395390338	706	9	798	1315	1171	14396	9	293	49.81
039543095X	578	8	1227	1470	1072	11443	7	272	46.24
0395486963	241	14	383	1029	992	2386	2	0	0
0395486963	241	16	577	866	1576	15622	2	114	19.38
0395500761	958	5	1334	83	983	11477	8	0	0
0395500761	958	15	754	212	929	7130	8	0	0
0395528151	280	15	997	820	357	19951	7	135	22.95
0395528151	280	19	1382	301	924	20827	7	0	0
0395556376	67	11	1395	125	79	9380	0	0	0
0395711339	324	7	1065	701	607	5163	3	0	0
0395771382	19	2	1224	138	659	18291	2	0	0
0395859964	698	20	479	373	1096	12415	8	0	0
0395877555	501	20	149	982	599	8866	10	0	0
0395881560	368	12	1251	1345	1023	19659	10	0	0
0395883822	123	20	569	443	381	16060	9	154	26.18
0395902444	681	10	562	1466	1506	21371	0	280	47.6
0395911567	576	13	979	1471	643	10330	0	0	0
0396076440	981	8	452	47	423	16912	4	0	0
0396088988	214	18	14	62	497	20309	3	0	0
0396088988	214	22	360	382	1158	18863	3	301	51.17
0399129650	928	9	170	487	1441	5045	5	97	16.49
0399129650	928	10	1001	400	1295	18729	5	241	40.97
0399129650	928	13	43	1159	561	10878	5	0	0
0399129650	928	23	992	105	399	22053	5	0	0
0399136789	882	3	556	96	1513	9770	0	173	29.41
0399136789	882	5	1442	159	1469	11261	0	0	0
0399136789	882	13	394	368	754	1280	0	203	34.51
0399138919	639	15	573	51	745	1993	2	0	0
0399138919	639	21	736	1002	340	10418	2	0	0
0399139087	565	11	240	145	1178	794	4	0	0
0399140212	442	1	1094	247	1480	16127	4	0	0
0399140212	442	6	338	1500	534	1093	4	0	0
0399140212	442	12	1272	942	884	14735	4	0	0
0399140751	367	6	1006	1404	1308	4650	0	76	12.92
0399140751	367	11	473	881	1114	1571	0	0	0
0399141383	696	14	842	198	218	14306	7	0	0
0399141499	463	9	981	451	816	14312	7	0	0
0399141499	463	10	953	746	1093	4299	7	0	0
0399142045	238	16	615	713	573	2343	5	0	0
0399142053	147	2	1241	424	1371	21150	9	0	0
0399143696	818	6	857	1214	816	17388	6	0	0
0399143742	68	8	914	845	1491	11589	2	252	42.84
0399143742	68	10	46	1217	157	14481	2	263	44.71
0399143742	177	8	914	845	1491	11589	9	252	42.84
0399143742	177	10	46	1217	157	14481	9	263	44.71
0399143874	768	18	877	503	1210	9966	10	0	0
039914465X	733	2	878	235	1041	11057	2	0	0
039914465X	733	17	975	1452	374	20079	2	0	0
0399145079	463	15	315	81	1306	15631	2	0	0
0399146008	78	10	207	1464	1365	8113	7	0	0
0399146008	78	16	637	19	773	18619	7	0	0
0399146687	781	8	518	17	353	18406	2	0	0
0399146687	781	12	58	1288	609	19268	2	229	38.93
0399146687	862	8	518	17	353	18406	9	0	0
0399146687	862	12	58	1288	609	19268	9	229	38.93
0399148655	530	24	742	664	590	3029	7	0	0
0399149309	672	16	1019	344	600	16394	8	0	0
0399149422	382	23	1238	607	913	11292	3	0	0
0399151729	913	12	148	1175	1708	16895	10	225	38.25
0399151729	913	24	1028	646	1220	19790	10	231	39.27
0399208534	720	15	68	807	822	19375	1	0	0
0399514961	622	21	276	551	781	11825	4	15	2.55
039952844X	975	6	418	1042	93	8424	6	0	0
0409906484	943	18	370	792	1047	17734	5	0	0
0413772195	218	3	1386	628	151	12956	4	0	0
0415125715	392	2	318	991	1108	20326	1	0	0
0415125715	392	12	279	1262	946	15656	1	0	0
041514258X	274	10	1385	497	1347	17509	5	0	0
0416866204	435	4	1135	283	9	17328	9	0	0
0416866204	435	12	812	182	1365	13411	9	0	0
0425039048	772	2	1134	1186	43	15304	1	0	0
0425042103	952	15	602	611	846	14541	5	0	0
0425046648	712	14	856	474	50	17848	1	196	33.32
0425046648	712	15	36	196	1197	4874	1	0	0
0425047466	369	2	621	622	1311	16627	2	0	0
0425047466	369	9	703	590	1633	16970	2	166	28.22
0425047466	369	21	71	574	283	9862	2	0	0
0425049442	278	13	1203	1238	221	18538	5	0	0
0425051552	953	5	962	188	26	18723	10	0	0
0425051552	953	15	1311	768	643	18717	10	0	0
0425051552	953	17	98	1208	769	9267	10	0	0
0425051846	471	11	725	357	466	10135	0	0	0
0425051846	471	12	1431	15	1051	12560	0	0	0
0425058247	781	10	1217	1370	982	12407	4	0	0
0425058247	781	19	1262	471	7	7562	4	107	18.19
0425062880	976	14	1420	192	542	11939	0	0	0
0425067807	2	11	1221	600	206	6972	5	0	0
0425071278	57	19	1259	1287	132	15743	2	0	0
0425071278	57	24	387	976	784	1260	2	0	0
0425071707	91	22	1174	1440	1002	11995	7	0	0
0425074498	779	6	1398	102	321	15523	6	0	0
0425074587	221	2	919	599	1425	21121	9	0	0
0425085325	856	13	327	890	379	16858	9	0	0
0425085325	856	19	196	945	1114	16370	9	0	0
0425094731	880	6	940	222	1658	13542	8	293	49.81
0425095886	572	3	661	993	134	14900	9	0	0
0425098559	536	1	1136	1467	1229	5927	7	0	0
0425101452	162	11	61	1226	1194	9058	0	0	0
0425102467	325	14	276	551	199	21632	0	108	18.36
0425105679	152	15	1454	1348	423	19290	2	320	54.4
0425126064	817	18	1361	980	1361	19643	6	0	0
0425126064	817	22	399	563	1186	14707	6	30	5.1
0425127818	97	19	535	24	1035	14280	0	324	55.08
0425127818	97	22	1468	1197	1069	13054	0	0	0
0425130274	247	6	1351	662	1192	10902	8	0	0
0425130274	247	7	809	1447	1422	6790	8	105	17.85
042513234X	716	11	802	254	1000	9278	0	174	29.58
0425132358	665	20	583	1415	1317	16684	5	34	5.78
0425132625	575	15	1317	1139	769	8376	10	0	0
042514786X	500	23	778	260	1492	14789	5	0	0
042514836X	202	16	880	1088	58	13617	10	0	0
042515601X	739	19	876	239	1061	17645	10	0	0
0425163717	898	22	1160	1061	774	9663	4	0	0
0425164152	600	17	1108	811	273	16301	9	86	14.62
042516876X	645	4	678	480	75	3542	6	0	0
0425168964	795	6	54	601	7	13165	6	0	0
0425169286	880	15	1288	1027	394	10291	10	0	0
0425169286	880	19	1477	733	469	11785	10	0	0
0425169693	921	9	511	757	1150	1964	5	0	0
0425169693	921	9	766	971	973	5216	5	0	0
